tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
Video shows thousands fleeing the Canadian wildfires in Alberta,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECHNO TECHNO Canada phone app for wildfire victims: A smartphone app released by the Can  #middleton #heywood,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
May 12th @htglanes Join us for a night of laughs and help raise money for The Red Cross the Fort Mcmurray Wildfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @BlueJaysfanTO: Blue Jays create auction for wildfire victims: The Blue Jays have created a special auction of memo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @GlobalEdmonton: Fort McMurray wildfire: temporary medical centre set up @ShallimaGlobal takes a closer look #ymm #ymmfire /,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Canadian wildfire: Already 2400 houses destroyed, still burning out of control",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"How to help: Fort McMurray, Canada, wildfire evacuees  Where to give &amp; receive aid #FortMcMurray #AlbertaStrong",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
So easy! Donate $10 @redcrosscanada to Fort McMurray wildfire fund by texting Fires to 20222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sending Thoughts and Prayers to Wildfire Evacuees in Fort McMurray and Alberta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @CBCPolitics: BREAKING | Ottawa will match Red Cross donations for Fort McMurray wildfire efforts  #cdnpoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"80,000+ people displaced, 7,686+ hectares land burnt up in #FortMac  -- Donate to Red Cross:",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Premier @RachelNotley giving another #wildfire update at 11am. Approx 8000 workers evacuated from oilsands camps north of #ymm. #CBC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dont forget guys! Wednesday is #formacfire charity stream. Donating to @redcrosscanada to help wildfire victims! + Details soon! RT around!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @ImThatGentleman: @ImThatGentleman Fort McMurray wildfire rages on. So close to my home. These people need support. Please donateὤFἿE http,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @Synergycu: We are proud to launch our Wildfire Relief Program, for those affected by #ymmfires",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @CBCCanada: Fort McMurray wildfire turns oilsands work camps into refuges for evacuees,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pincher Creek Co-op has a donation bin for wildfire relief  #ad #coop #community,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @windspeakernews: Red Cross: To date $30 million received for wildfire evacuees. To donate: redcross.ca Donations matched by fed and AB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Volunteers provide pet care for #FortMcMurray wildfire evacuees:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Attawapiskat makes $5,000 donation to Fort McMurray wildfire relief: First Nation struggle with suicide crisi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Wildfire Relief  Fund set up by @FellowshipNatl to assist those devastated by wildfires. #AlbertaStrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @WellyAdvertiser: Donations are being collected at the Arthur Subway for those affected by the wildfire in Fort McMurray.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RCMP convoy hoping to move 1,500 evacuees from north camps south on Hwy 63 #ymmfire",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @neckthai: Very cool of #indycar star @Hinchtown to donate his #GPofIndy winnings to Alberta fire relief. Hoping for #big bucks /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @DJW129: CUPE divisions and locals are supporting Fort McMurray Relief, with proceeds going directly to communities impacted. .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @Canoe: .@JamesTaylor_com to donate concert proceeds to help wildfire victims  #ymmfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @CBCNL: Get breaking updates on the Fort McMurray wildfires with cbc.ca,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Stomach bug doubles to 105 cases among Fort McMurray evacuees in Edmonton [Photos]: They fled from a wildfire,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @JenCrosby: LIVE right now - details of #ymmfire aid concert:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"1,500 vehicles packed with evacuees flee wildfire: At least 88,000 people have been forced to f  #7Coders #CNN",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Canadian PM inspects wildfire-destroyed western region  Known as the beast, the fire has destroyed 2,400 homes an",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alberta: Wildfire alert earlier in the week, winter storm warning later in the week.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @AnonimusZ_: Rain may dampen Alberta wildfire: Emergency officials battling the growing and unpredictable Alberta wildfire .,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Please help our fellow Canadians, donate today to the Canadian Red Cross and Feds will match all donations",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Attawapiskat makes $5K donation to wildfire relief:  Also seen Syrian refugees contributing. POC are the best.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BBC News - Canada wildfire: Oil workers evacuate camps near Fort McMurray  #FortMcMurray #ymm #ymmfire #FortMacFire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Text REDCROSS to 30333 help Alberta wildfire disaster, $5 donation will be made",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @mayordavepelham: Thanks Fed Gov’t for matching donations to Can Red Cross for wildfire relief efforts in Fort McMurray. redcross.ca htt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WATCH #FortMcMurray residents may return home Jun 1   @weathernetwork,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heres how YOU can help those affected by the #FortMcMurray #Wildfire!  @MJ_WPG #RiseUpShow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Canadian Airlines Are Bending The Rules For Wildfire Victims And Their Pets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Fort McMurray Wildfire 2016 (Ad Revenue Donated, PLEASE SHARE) Help The Province Of Alberta!!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
I have it on good (but made up) authority that donations to help Alberta wildfire evacuees entitle you to skip a workout this week #donate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Maritimers worry about jobs as wildfire advances on oilsands camps,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The @ABFoodBanks has set up an emergency food drive to support those affected by the wildfire. Donate today!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @MiltonMere: Pls donate to @redcrosscanada if youre able. Text REDCROSS to 45678 ($10) or 30333 ($5) to support residents of #FortMcMur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#FortMcMurray update: Red Cross gives $50M &amp; Alberta gives $100M in emergency funding.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Oilsands workcamp destroyed as Alberta wildfire shifts north #ymmfire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fed. gov. will match Red Cross donations for #FortMacFire. I donated today, see how you can help 80,000 evacuees.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @LondonDrugs: We are currently accepting donations for the @redcrosscanada Wildfire Relief Effort.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @i_newsnow: #Attawapiskat Donates To #FortMcMurray Fire Victims #news #FortMacFire #ymmfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@AlexYuki70 on . Appreciate your concern here and our thoughts are with all those affected by the wildfire ^MO3/3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @WillowKitty_: If youre looking for a cause to donate to, the 80,000 evacuated residents of Fort McMurray could use your help ὉC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @TDLibs: #tdlibs #FortMacFire please spread the word and donate if you can to help fellow Canadians,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Dont forget that for the entire month of May @MCRCI will donate $5 of every membership to Fort McMurray wildfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"DTN USA: Lemonade Stand Aids Wildfire Refugees: Young Ontario boys lemonade stand raises $2,500 for Canadian",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fuelling discussion. Science related to Alberta wildfires. Good explainer:  #environment #ymmfire by @DrTorahKachur,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Scorched remains: Haunting images from a city destroyed by wildfire #FortMcMurray #FortMacFire #yymfire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXTENDED: Aerial footage shows devastation of #FortMcMurray wildfire damage:,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The #BC Wildfire Service confirms crews are responding to a fire in the Lac Du Bois area off of OConnor Rd. #Kamloops,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @lethnewsnow: Work camps north of Fort McMurray forced to evacuate as wildfire spreads. #FortMacFire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberta agency tasked with preventing wildfires leaves millions unspent | #ymm #ymmfire,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
V-Cup action Wed night @Cantinasur Well be taking donations for the Red Cross for victims of the Fort Mac wildfire.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"For anyone wondering whats being done in Pincher Creek for wildfire relief, the Lions are leading the charge for",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @DianeUnitedWay: Great story by YMM native @ScottieUpshall as he reflects on the damage to his hometown in the @PlayersTribune,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @winnipegsun: Fort McMurray wildfire: Conditions force temporary halt to convoy [Photos] [Video],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#UPDATE #Manitoba #Wildfires #Beresford #CaddyLake put out by rain #WilsonIsland active,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
These bears have had their own homes destroyed by the fire. Non-lethal aversion tactics should be considered.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The wildfire had destroyed 1600 homes two days ago as far as I recall. #r4today,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort McMurray evacuees line up in Calgary for wildfire relief cards,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @GlobalEdmonton: Fort McMurray wildfire: Good Samaritans from Edmonton rescue 10 dogs, 2 cats, 5 kittens #ymm #ymmfire",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Almost 5k buy tix for Cape Breton benefit for Fort Mac: The concert in Sydney for the people displaced by wildfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @GlobalEdmonton: WATCH: Clean Harbours on taking in Fort McMurray wildfire evacuees - and helping deliver a baby! #ymmfire #yeg /,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @RebeccaLau: East coast musicians support #ymmfire relief efforts. @classified @GroundSwellMus @TheTownHeroes @bencaplanmusic &gt; /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Great article on the response to Canadian fires,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Northwestern Ontario Wildfire Update – May 6 2016: THUNDER BAY – Fire UPDATE – The fire,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
All proceeds donated to the Red Cross for those affected by the Fort Mac. Wildfire. #AlbertaStrong #yymfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @GenEmigration: Irish woman in Canada: Wildfire evacuation ‘scariest experience’,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wind, heat still creating unpredictable conditions around wildfire  #ymm #ymmfire",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @JohnLothian: Oil sands cos losing up to $50 million a day as fires rage -analysts,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Syrians chased out of country helping #ymmfire residents chased out of homes. #yeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @RMEHQ: Glacier pledges support for wildfire disaster relief #FortMcMurray #RME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Fundraiser for Syrian Refugee Families and Red Cross for Wildfire Relief Saturday, May 14 Baptist Church from 1-3pm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Canada to Review #Russia’s Offer to Assist With #Alberta Wildfire / Sputnik International #ymm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @seawayband: If you can, please donate to help with Alberta wildfire relief. All donations are matched by the CDN government. .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @CP24: Macroeconomic impact of Alberta wildfires will be relatively modest, Bill Morneau says",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Slave Lake was wind-driven wildfire #FortMacFire is fuel-driven grew quickly b/c dry conditions  #climatechange,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"In support of Fort McMurray wildfire relief, were collecting Red Cross donations for the month of May. Every",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @DreamstormPoet: Dancers raise funds for families affected by #FortMcMurray #wildfire @PortTheatre #Nanaimo  htt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @AP: New app will give Alberta residents a chance to see what might be left of their homes after wildfire:,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"RT @AHS_CentralZone: Need help? Visit AHS’s new website to support Albertans affected by wildfire launched, today:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
This is horrifying. Scale of these fires is epic.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUPE divisions donate to Fort McMurray wildfire relief fund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
.@LesliBoldt @ElizKolbert Oft-RTd piece omits historical context; similar conditions led to May 1919 wildfire.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @DailyGleaner: Pass it on: Syrian newcomers pitch in to help Alberta wildfire victims @redcrosscanada  .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Officials: 2,400 buildings lost in Fort McMurray, Alberta, wildfire - Global Edmonton",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Congratulations and thanks to #IngersolOptimists for donation of $1,500.00 for Alberta wildfire victims.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Textron Systems Donates to Canadian Wildfire Relief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @RMWoodBuffalo: Re-entry plan includes continued physical RCMP presence in areas affected by wildfire. #rmwbcouncil #rmwb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Arizona wildfire prompts evacuations. #GordonFire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Our thoughts are with those affected and those helping #ABfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HEU offers support to victims of #FortMcMurray #wildfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @Otiena: Grateful Fort McMurray evacuees start picking up financial assistance debit cards, @aalooameya",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @CFLpass: bc of the efforts of citizens, #CFL and #NHL in providing for Fort McMurray wildfire relief.   (2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Burning Blues for Wildfire Victims May 22 4PM $10 for #ymmfire  @BarsnBandsYEG #red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#JamesTaylor feels compelled to help #Alberta wildfire relief efforts #Calgary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Canadian Red Cross says it has raised $67-million for wildfire relief effort.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @WorldwideHerald: #Calgary — Wildfire evacuees line up across Alberta for financial assistance  #yyc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"My thoughts are with everyone suffering from wildfire evacuations, from Fort McMurray across Canada",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @linmcgowan: Unbelievable so so sad remember to help text REDCROSS to 30333 to donate $5 #everybithelps #FortMacFire #RedCross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nice to see the folks at #representstreetdance competition taking donations for #wildfire.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @ClimateCentral: This video shows apocalyptic wildfire damage in Fort McMurray  #FortMacFire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Pizza (@bostonpizza) provides hot meals &amp; assistance in #FortMcMurray wildfire relief efforts #ymmfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Change in weather gives firefighters a  goes out 2 our friends n neighbors!Please donate 2your nearest Red Cross,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@RachelNotley says privately owned Black Sands Lodge north of #ymm destroyed by wildfire. 665 units lost. Noralta Lodge (3700 units) at risk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97 years ago today: massive #wildfire begins in northern Alberta; conditions eerily similar to #ymmfire of 2016.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"RT @SeaGraves559: @JustinTrudeau promised Canadians theyd be blazing 24/7 if he was elected, they got what they asked for #canadafire http",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @LDComputers: You can help! Donate to @redcrosscanada Alberta Wildfire relief in store or online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fort McMurray native @ScottieUpshall reflects on the damage to his hometown in the @PlayersTribune  very moving piece,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Great post. #FortMcMurray @ScottieUpshall reflects on the damage to his hometown in the @PlayersTribune. #ymmfire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#toronto #news : Attawapiskat donates to Fort McMurray wildfire relief fund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Black bears are prowling for food amongst charred remains of Fort McMurray Wildfire,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mullen Group workers open homes to wildfire evacuees  via @Todaystrucking,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada wildfire: We can rebuild: Albertas premier says homes and other buildings destroyed by a huge wildf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @ctvwinnipeg: MB Gov: Beresford and Wallace Lake campgrounds are closed until wildfire conditions improve. #manitoba #mbfire,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fort McMurray wildfire: Nickelback, Corb Lund, Rankin Family, Blue Rodeo, Randy Bachman among Fire Aid acts.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Again - growing wildfire forces evacuation of McMurray camps  #ymm #ymmfire #yeg #cbc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ontario boys lemonade stand raises more than $2,500 for Alberta wildfire relief, please donate $20 at  Fort McMurray",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Celebs, PM Trudeau Offer Support For Those Affected By Fort McMurray Wildfire Crisis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fort McMurray wildfire evacuees line up for 2nd day in a row to receive pre-loaded government as.. #breakingnews,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @KylloGreg: $240,000 donated at BC Liquor Stores for Fort Mac wildfire relief efforts  Canadian Red Cross",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Manitoba sends emergency rescue crew to help with Fort McMurray fire relief: Manitoba may not be sending wildfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @commacontrol: #Durham folks wanting to aid #FortMcMurray folks can do so through @RedCrossDurham #wildfire  http,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The massive Canadian wildfire that displaced thousands of people in Alberta has spread to neighbouring Saskatchewan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accessing health care can be frustrating for Fort McMurray evacuees without ID: Fort McMurray wildfire evacuees,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Media tour Fort McMurray to survey wildfire damage: Journalists on an escorted tour of Fort McMurray on Monday saw,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort McMurray Wildfire: East Coast musicians raising money for Fort McMurray relief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TransCanada matching public donations to Northern Alberta Wildfire Relief by @awish4art on @LinkedIn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"CUPE BC donates $20,000 to Fort McMurray wildfire relief fund #FortMcMurray",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @sexualhealthns: Healthy childbirth in the midst of chaos. Our thoughts are with Fort McMurray today. #ymmfire,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Fort McMurray wildfire 57,000 evacuees helped by Edmonton Emergency Relief Services Society.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"#WildFires cost more money than #TarSands makes, time to get off of UnEthical #OIL #YMMFire  #YMM",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @EmrgncyNewsWire: Fort St. John evacuation initiated after two wildfires merge -   #Wildfi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prayers and thoughts to the people of Fort McMurray. Thx to rescue crews, fire fighters, etc for their efforts.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @CdnPress: BREAKING: The Red Cross says people have donated $30 million for Alberta wildfire relief  #ymmfire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
New wildfire starts have been in random campsites across the province. Many in areas where fire ban was lifted. People need to be careful,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Wildfire-sparked evacuation orders lifted at more Canadian work camps: CALGARY/TORONTO (Reuters) - Authorities in Canada lifted evacu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @AngelaKorras: Damage less than feared as Canada wildfire slows down,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort McMurray wildfire cuts Canadas oil output by a third: Blaze that partly destroyed city has temporarily,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Very proud to announce that @WoodAutomotive is donating $20,000 to the #FortMcMurray wildfire relief effort.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#Games studio @IGGCanada to #donate $100,000 to @redcrosscanada for #wildfire relief  #PR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Fort McMurray wildfire: Red Cross, Alberta to release emergency funding details #alberta #bhive",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Fort McMurray Update: Alberta fire officials say Fort McMurray, Alberta, wildfire is up to 20 km (12 miles) south",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How the Red Cross will spend funds collected:  #ymm #FortMacFire #ymmfire Fort McMurray via @CBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Conditions that must be met before Fort McMurray wildfire evacuees can go home,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @Krock1057: Terrible news about #FortMacFire remember, if you want to help text FIRES to 45678 and you can donate $10. -Scott .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @BCGovNews: Thank you #BC! Over $240K raised for #FortMcMurray wildfire relief efforts,  #BCLiquor #FortMacFire #",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Extended VIDEO: Media tour of #FortMcMurray damage from #wildfire  #ymmfire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadas biggest #fire @ Ft McMurray still burning out of control  #Climate2016 #Wildlife #Wildfire #CarbonPollution,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
My thoughts and feelings go to evacuees and victims of @FortMcmurray wildfire.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
. 50 cabin owners in Caddy Lake under evacuation order,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albertas pro sports teams contribute to #yymfire relief. Unifor mbrs shld donate at  #canlab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Emergency measures stave off wildfire damage to BC oil and gas patch #oil #gas #bhive,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @RDFigs19: Weve created an auction to support the Fort McMurray WildFire victims. Please RT and visit the link HERE---&gt;,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
