tweet_text,predictions_event_type,event_type_label,class_label
RT @TheJaneWardell: #BREAKING New Zealand PM confirms at least two people killed in earthquake #eqnz,earthquake,earthquake,injured_or_dead_people
ὢ7 Queensgate in the #Hutt is closed for the rest of the week - but what about my comfort shopping during these aftershocks #eqnz ?!,earthquake,earthquake,other_relevant_information
#eqnz just waking up to news of damage to #Wellington and #Canterbury #prayers,earthquake,earthquake,infrastructure_and_utility_damage
RT @guardian: Tsunami hits New Zealand east coast after 7.4-magnitude earthquake,earthquake,earthquake,other_relevant_information
@WgtnPhoenixFC v Melb Victory to be rescheduled due to damage @WestpacStadium #eqnz,earthquake,earthquake,infrastructure_and_utility_damage
RT @WeatherWatchNZ: New Zealand earthquake and tsunami coverage dominates global news today:,earthquake,earthquake,other_relevant_information
7.8 magnitude earthquake hits New Zealand. Thanks God I am safe and sound. .@SophiyAnjam,earthquake,earthquake,not_humanitarian
RT @monique_nz: Surreal listening to Katy Gosset on @radionz with tsunami sirens going off in background. #eqnz,earthquake,earthquake,caution_and_advice
RT @misimagined8: Tsunami siren going off in Christchurch now #eqnz,earthquake,earthquake,caution_and_advice
@janedoeee1611 I believe Auckland wasnt really affected by the earthquake. Or maybe coz I was sleeping. Ill pray that they will be safe,earthquake,earthquake,sympathy_and_support
"#BREAKING: No tsunami warning for NEW ZEALAND after 7.3 quake near Fukushima, Japan. #JapanQuake",earthquake,earthquake,caution_and_advice
"Hmm, wonder if I can update my #LinkedIn achievements with Survived 7.5 magnitude Earthquake #eqnz",earthquake,earthquake,other_relevant_information
RT @mark_tarello: YIKES! Damage seen after magnitude 7.8 earthquake in New Zealand. Photo credit: @nkpnz #Earthquake #NewZealand #eqnz http,earthquake,earthquake,other_relevant_information
Rescue operation near epicentre of New Zealand earthquake begins,earthquake,earthquake,rescue_volunteering_or_donation_effort
"RT @keahicory: - what we know -More than 20 aftershocks have struck up and down the country, as far north as Pukekohe, south of Auckland. #",earthquake,earthquake,caution_and_advice
Stay safe everyone ὡ4❤️,hurricane,earthquake,sympathy_and_support
Ive been getting calls from friends and family around the world to see if family and I are ok because the earthquake and tsunami warning.,earthquake,earthquake,sympathy_and_support
Aftershocks in Wellington &gt;&lt; #eqnz,earthquake,earthquake,caution_and_advice
Thanks to our volunteers &amp; @Disturbed for helping raise $2500 last Friday in #Auckland. You can fundraise too  #eqnz,earthquake,earthquake,rescue_volunteering_or_donation_effort
"The Defence Force HQ in Wellington is closed due to quake damage, unsure when itll be safe again  #eqnz",earthquake,earthquake,not_humanitarian
RT @jackyan: Here are the #tsunami evacuation zones for Wellington City to Ngauranga. #eqnz,earthquake,earthquake,displaced_people_and_evacuations
"❤all the msgs of support for Home, New Zealand. Currently 2 tragic deaths from the earthquake. The Tsunami warning was scaled back. #AROHA",earthquake,earthquake,injured_or_dead_people
Wishing all those in affected areas continued safety - member club earthquake updates at  #eqnz #gymnasticsnz,earthquake,earthquake,sympathy_and_support
"LIVE: Two confirmed dead, military helicopters on the way to assess damage, aftershocks still happening  #eqnz",earthquake,earthquake,injured_or_dead_people
Hey @BishopTamaki seems you had a bit to say about earthquakes of late. Why not tell us what your church is doing to help #eqnz victims?,earthquake,earthquake,other_relevant_information
We are thinking of all those throughout #NewZealand in areas affected by the earthquake - we hope you stay safe. #eqnz,earthquake,earthquake,sympathy_and_support
RT @Soyerz: Victoria University of Wellington opening tomorrow at 12pm after checking for damage. #eqnz @radionz,earthquake,earthquake,infrastructure_and_utility_damage
Woah. Major damage on SH1.,hurricane,earthquake,infrastructure_and_utility_damage
"RT @TrishOpen: ὎3tsunami sirens, truly terrifying sound #eqnz",earthquake,earthquake,caution_and_advice
RT @lou_gordongreen: Does anyone have info on how to get on evacuation lists in #Kaikoura #eqnz #earthquakenz @Jwpurd,earthquake,earthquake,displaced_people_and_evacuations
Been following #eqnz all day. There appears to be huge amount of damage that will take a while to repair. But thankfully minimum casualties,earthquake,earthquake,infrastructure_and_utility_damage
"Im so thankful that there was no damage to our house, or anything inside of it. If only it was like this for everyone else ὡ3ὢA #eqnz",earthquake,earthquake,infrastructure_and_utility_damage
"4.1 magnitude #earthquake. 37 km from Blenheim, Marlborough, #NewZealand",earthquake,earthquake,caution_and_advice
RT @ThomasMeadia: Roads getting worse the further north we go. Cracks in SH1 north of Cheviot #eqnz,earthquake,earthquake,other_relevant_information
"RT @nzherald: Live: Night of earthquakes: Tsunami threat, warning of waves of up to 5m  #EQNZ",earthquake,earthquake,caution_and_advice
#eqnz Weve activated our special emergency relief package for customers impacted by this weeks earthquake:,earthquake,earthquake,rescue_volunteering_or_donation_effort
"please pray for new zealand guys, to everyone in the area of earthquake and tsunami stay safe and alert. all my prayers are on you",earthquake,earthquake,sympathy_and_support
"Powerful quake strikes New Zealand, triggering small tsunami  #ynet",earthquake,earthquake,caution_and_advice
"▶️ Stuart Smith, MP for Kaikoura spoke with @ninetonoon after surveying the damage done. #eqnz",earthquake,earthquake,infrastructure_and_utility_damage
RT @craigcook3: Larger tsunami waves (2.5m) now recorded @ Kaikoura - NZ WeatherWatch site suggesting underwater landslide caused tsunami.,earthquake,earthquake,other_relevant_information
RT @IFRCAsiaPacific: .@NZRedCross personnel still operating in areas worst affected by last Mondays 7.8 magnitude earthquake /,earthquake,earthquake,rescue_volunteering_or_donation_effort
RT @motogroupie: Had a couple of red zone refugees turn up at 3:30am. Now all safely tucked up in bed hoping for no more shakes. #eqnz,earthquake,earthquake,not_humanitarian
RT @geoffkinns: Stay safe New Zealand! Earthquake with potential tsunami heading their way ἟3἟F,earthquake,earthquake,caution_and_advice
Amazing the earth can create this kind of damage #eqnz,earthquake,earthquake,infrastructure_and_utility_damage
RT @globalnewsto: UPDATED: Emergency services in New Zealand warned people to move to higher ground to avoid tsunami waves.,earthquake,earthquake,caution_and_advice
Who felt the earthquake in new Zealand good luck to people in kaikoura all my love to you guys and girls keep calm♥♥♥♥♥,earthquake,earthquake,sympathy_and_support
RT @marcelvandenber: State Highway 1 in New Zealand severely damaged and closed for a while,earthquake,earthquake,infrastructure_and_utility_damage
"Following this mornings earthquakes we keep our girls, leaders &amp; their families in the communities affected in our thoughts. Stay safe #eqnz",earthquake,earthquake,sympathy_and_support
cnni: New Zealands Prime Minister says earthquake may have caused billions of dollars worth of damage,earthquake,earthquake,infrastructure_and_utility_damage
RT @irishexaminer: Tsunami hits New Zealand after powerful earthquake; residents told to move to higher ground  http,earthquake,earthquake,displaced_people_and_evacuations
"Newlands Primary School - we are currently checkng buildings, an update wil be sent out approx 8am as to whether we wil be open today #eqnz",earthquake,earthquake,other_relevant_information
RT @Avuxeni_: sealevels wellington new Zealand all over the place #tsunami,earthquake,earthquake,other_relevant_information
Just been &amp; checked our school buildings following EQ. All ok but we will remain closed until tomorrow. #EQNZ,earthquake,earthquake,other_relevant_information
Wakefield Rd actually. Nobody on the streets. Witness have said that Mount Victoria is collapsed. Everyone is running away tsunami #eqnz,earthquake,earthquake,other_relevant_information
Anyone else in Christchurch hearing this siren? Been going on for about 10 minutes - cant tell if car alarm or emergency siren #eqnz,earthquake,earthquake,caution_and_advice
RT @BNZ: Important #eqnz information for staff &amp; customers:  Our thoughts are with everyone whos been impacted. Sta,earthquake,earthquake,sympathy_and_support
Our Canterbury branch is collecting food to send to Kaikoura by helicopter. Please donate and drop off food to CCS in Lichfield #EQNZ,earthquake,earthquake,rescue_volunteering_or_donation_effort
Tsunami warning is real. Praying for Canterbury Wellington and coastal towns this morning. #eqnz #stayawayfrom beaches,earthquake,earthquake,sympathy_and_support
Arguably either would be better than the #tsunami warnings we normally get - long delay AND false alarm! #eqnz,earthquake,earthquake,caution_and_advice
"RT @K8Shuttleworth: There have been casualties in Kaikoura following a severe 7.5 quake, and a tsunami between expected.",earthquake,earthquake,injured_or_dead_people
RT @iamsudhish: Our thoughts and prayers are with the people #NewZealand #earthquake,earthquake,earthquake,sympathy_and_support
When you wake up and theres been an earthquake and tsunami warning in your country lmao the shit that happens when were asleep I stg,earthquake,earthquake,not_humanitarian
RT @NZcivildefence: People in all coastal areas in New Zealand should stay off beaches and away from the water. Do not go sightseeing. #eqnz,earthquake,earthquake,caution_and_advice
RT @TheDailyBlogNZ: 7.5 magnitude Earthquake hits New Zealand « The Daily Blog,earthquake,earthquake,other_relevant_information
Damaged road near Oaro State Highway 1 #eqnz The road remains closed from Waipara to Picton at present. Please stay safe via @NZTATotS,earthquake,earthquake,infrastructure_and_utility_damage
RT @Dave_WREMO: Tsunami sirens activated in Lower Hutt city #wgtn #eqnz,earthquake,earthquake,caution_and_advice
RT @KiwiHammers: Hoping everyone but especially our South Island Hammers are all okay following the latest earthquake #eqnz,earthquake,earthquake,sympathy_and_support
#BREAKING Live footage of tsunami hitting NZ coast following 7.1 earthquake this morning. #eqnz,earthquake,earthquake,other_relevant_information
RIP lemon liquor ὢD#eqnz #nzearthquake,earthquake,earthquake,not_humanitarian
RT @CanHCNZ: Canadas thoughts &amp; deepest condolences for loss of life are with @johnkeypm and people NZ following Mondays earthquake. Kia,earthquake,earthquake,sympathy_and_support
What are the government doing for those affected by the #eqnz ? A tv3 reporter said that their TV crew called airforce to get heli evac?,earthquake,earthquake,displaced_people_and_evacuations
"Nz brothers and sisters, after that 7.1 earthquake and tsunami warning that followed after. Shit lets give the beach a pass today! #besafe",earthquake,earthquake,caution_and_advice
"Our thoughts go out to the good people of Kaikoura, Christchurch, Wellington and all the other affected areas of our great country. #eqnz",earthquake,earthquake,sympathy_and_support
"Food truck Street Feast on High St off tomorrow night b/c of #Eqnz, floods etc. #wellyweather",earthquake,earthquake,other_relevant_information
Tsunami Evacuation sirens still going on in christchurch#eqnz #Christchurch,earthquake,earthquake,displaced_people_and_evacuations
RT @_hk_321: May Allah protect everyone in New Zealandtwo earthquakes likeὣ1Ὁ4 #NewZealand #earthquake,earthquake,earthquake,sympathy_and_support
"Reports of houses being damaged. This is partially why #iMoved.me was built, to help in times like this. Stay safe #NZ #eqnz",earthquake,earthquake,infrastructure_and_utility_damage
NEWS || NZDF’S disaster relief operation maintains high tempo:  // #eqnz #nzearthquake #Kaikoura,earthquake,earthquake,rescue_volunteering_or_donation_effort
White area for us.,hurricane,earthquake,not_humanitarian
"RT @socialpinpoint: Our thoughts are with our friends in New Zealand today, stay safe everyone #EQNZ",earthquake,earthquake,sympathy_and_support
RT @rtenews: In pictures: The destruction from the 7.8 magnitude earthquake in New Zealand,earthquake,earthquake,other_relevant_information
RT @BreakingNews: Magnitude 7.4 earthquake hits Canterbury region of New Zealands South Island - USGS,earthquake,earthquake,caution_and_advice
"At the risk of being repetitive Be kind and be patient - the aftershocks continue and now bad weather, flooding also affecting many #EQNZ",earthquake,earthquake,sympathy_and_support
Were miles away but damn that was a strong quake. God bless this country esp Kaikoura #eqnz,earthquake,earthquake,not_humanitarian
Lots of aftershocks still being felt in masterton #eqnz,earthquake,earthquake,other_relevant_information
"If theres an aftershock and youre inside, drop, cover, hold. If outside, stay clear of damaged buildings in case of debris. #eqnz ^Libby",earthquake,earthquake,caution_and_advice
RT @nzherald: Damage at a supermarket following the magnitude 7.8 earthquake this morning #EQNZ,earthquake,earthquake,infrastructure_and_utility_damage
Reports of damage to at least 25 buildings in Wellington so far #eqnz #wellington,earthquake,earthquake,infrastructure_and_utility_damage
Its going to be a big #Coffee day for most of #NewZealand. Thoughts are with the people of #Kaikoura who have been worst hit. #EQNZ.,earthquake,earthquake,sympathy_and_support
"There has been 1,492 Earthquake since the M7.5 Kaikoura Earthquakes #eqnz #kaikoura #NewZealand",earthquake,earthquake,other_relevant_information
"tbh, when emergency shit gets real in nz we are a pretty cool place. the same urgency towards poverty and education would perfect us #hint",hurricane,earthquake,not_humanitarian
"RT @lyallbaynz: Big hugs to the emergency services today helping out around Wellington with #eqnz and now weather issues, thank you for wha",earthquake,earthquake,sympathy_and_support
Our NH90 &amp; P-3 are in the air and surveying the damage from last nights quake. Well get you images as soon we can. Stay safe #eqnz #RNZAF,earthquake,earthquake,infrastructure_and_utility_damage
Parked up on higher ground due to tsunami warning and this guy keeps farting #frenchbulldog #eqnz,earthquake,earthquake,not_humanitarian
RT @neogeo: .@radionz reports earthquake has upgraded from 6.6 to 7.5 #eqnz - take tsunami threat seriously #wellington #nz,earthquake,earthquake,caution_and_advice
Ugh. My head keeps going all funny and like spinning. Its been happening since the first earthquake. Just stop please!! #eqnz,earthquake,earthquake,not_humanitarian
Tsunami warning at Redcliffs Christchurch this morning @CodeClubNZ,earthquake,earthquake,caution_and_advice
Heavy rain/wind for upper South Island &amp; lower North Island this arvo through early Tuesday may hinder #eqnz efforts. Flooding possible.,earthquake,earthquake,caution_and_advice
Live: Magnitude 7.1 earthquake shakes North Island on @nzherald,earthquake,earthquake,other_relevant_information
"@HunterRowland hunter, in New Zealand we just had a big earthquake! 2 people died and schools are closed! ὡ6 not that you read this but eh..",earthquake,earthquake,injured_or_dead_people
im highkey scared rn i dont think i want to get wet and get sick and freeze from the tsunami no thanx,earthquake,earthquake,not_humanitarian
"Live: One death confirmed in Kaikoura, tsunami warning for much of NZs east coast after massive quake",earthquake,earthquake,injured_or_dead_people
RT @LucanLeBlanc: #BREAKING: Tsunami warning extended to North Island East Coast after 2 metre wave hit South Island. #eqnz,earthquake,earthquake,caution_and_advice
Several Wellington CBD buildings deemed unsafe  #eqnz,earthquake,earthquake,infrastructure_and_utility_damage
"RT @NZcivildefence: Coastal areas between Blenheim and Banks Peninsula, and Chatham islands, are still prone to tsunami. Please remain on h",earthquake,earthquake,caution_and_advice
8am and still feeling aftershocks. Thats enough already! #nzearthquake #EQNZ #,earthquake,earthquake,other_relevant_information
"Dont worry everyone. We are fine here in Auckland, New Zealand. Were not affected with the earthquake and tsunami, only the other cities.",earthquake,earthquake,not_humanitarian
RT @SarahLibrarina: The best help we can provide from a distance during an emergency is to donate $ @NZRedCross  #eq,earthquake,earthquake,rescue_volunteering_or_donation_effort
@SoulGlowActivtr Hey Soli here in the north island of new zealand we had a shaking morning an earthquake 7.1 pray for us i trixie roxx am,earthquake,earthquake,not_humanitarian
"RT @SatireNZ: BREAKING: Statistics NZ building earthquake damaged. Spokesperson, Its decimated, including rounding. #earthquake #eqnz #",earthquake,earthquake,infrastructure_and_utility_damage
RT @gingergemmy: Timaru DC on @radionz have activated their emergency centre. No emergency declared but advising people in low lying areas,earthquake,earthquake,caution_and_advice
Woah. What a mess to wake to. Stay safe rest of #NewZealand. That was a big #earthquake. Everyone checked in and safe thus far.,earthquake,earthquake,sympathy_and_support
Jeepers. A floor of the @StatisticsNZ building collapses. What are the odds of that? #eqnz,earthquake,earthquake,infrastructure_and_utility_damage
Tsunami hits after multiple strong New Zealand quakes,earthquake,earthquake,other_relevant_information
The earthquakes and tsunami warnings are scary enough.. but this #EQNZ,earthquake,earthquake,caution_and_advice
"What a night that was. Thankfully no damage to the house, but very little sleep. #eqnz",earthquake,earthquake,other_relevant_information
@We3forDemocracy This is since Extreme M7.5 earthquake reported 14 Nov (NZ time) centered near Culverden in New Zealands South Island,earthquake,earthquake,caution_and_advice
RT @caity_petersonn: UPDATE: Hanmer Springs -housing damage and power loss according to family relatives in the area #eqnz,earthquake,earthquake,infrastructure_and_utility_damage
RT @Halcyon_Knights: Our thoughts go out to the #NewZealand community affected by yesterdays earthquake #NZ,earthquake,earthquake,sympathy_and_support
Can I just say: these are difficult maps when youre worried. Takes too much time to figure out boundaries. Street names would REALLY help,hurricane,earthquake,not_humanitarian
"Please help my uncle and aunt stranded in Kottarithil Lakshmi Nivas, Mundapuzha, Ranni, Pathanamthitta. Rescue by boat or helicopter recommended. Please share and spread. #KeralaFloods #KeralaFloods2018 #keralarescue",floods,floods,requests_or_urgent_needs
Asian Games : Seema Punia to donate 1 lakh rupees for Kerala flood relief,floods,floods,rescue_volunteering_or_donation_effort
"Happy Onam to all our sisters&amp;brothers in Kerala.Salute to Army,Government Machinery,Fisher community who have rescued thousands fm marooned water. This humanitarian act reflects the spirit of Onam.Let us express our solidarity to Kerala with big or small donation.#KeralaFloods",floods,floods,rescue_volunteering_or_donation_effort
"These are the precautions issued by the Directorate of Health Services for the public and medical workers: - Consume only safe drinking water, preferably boiled. - Wash hands frequently w/soap - Dont consume food soaked with the floodwaters #KeralaFloods",floods,floods,caution_and_advice
RT @eastcoastrail: .@RailMinIndia Relief material #KeralaFloodRelief loaded today at Visakhapatnam Station @drmwat_ecor @SDVSKP,floods,floods,rescue_volunteering_or_donation_effort
"Some essential relief items were distributed by #HAI member Cosmic Community Centre to 100 families in Pandanadu village, Alleppey district, Kerala with help from students of Laa De Institute of Social Sciences. #KeralaFloodRelief",floods,floods,rescue_volunteering_or_donation_effort
"What a great idea and idea to support the propel in need a. Love the thought behind #100PipersPlayForACause in Gurgaon and Bengaluru. Music not only entertains us, but also heals and helps rebuild. The event will help contribute to the Kerala flood effort. @100PipersIN",floods,floods,sympathy_and_support
"Reestablishing water supply in Kerala. Availability of drinking water is prime concern after floods. Flood has caused severe damage to supply lines. CRPF is immensely engaged in rehabilitation, men are deployed to work day and night on war footing to bring back normalcy.",floods,floods,infrastructure_and_utility_damage
how many will support if i start donation campaigm for #keralafloods do RT &amp; show ur support. we will collect little contribution from everyone &amp; later will go to kerala &amp; help flood victims.,floods,floods,rescue_volunteering_or_donation_effort
RT @iBeingSahilkhan: Bhai donate 12Cr To #KeralaFloods #KeralaFloodRelief #SalmanKhan @BeingSalmanKhan A Golden Heart Man,floods,floods,rescue_volunteering_or_donation_effort
"RT @apnnewsindia: Death toll in #Kerala mounts to 210, over 7 lakh displaced.",floods,floods,injured_or_dead_people
Use the below links to donate and help people in Kerala .. you can so order food on zomato for people in Kerala (30 per meal) CMRF:  Paytm:  Amazon  Zomato  #Kerala #KeralaFloods RT,floods,floods,rescue_volunteering_or_donation_effort
"#Todaynewshub, #TeluguNews, #LatestNewsUpdates SBI blocked fake Kerala Flood Relief Fund",floods,floods,other_relevant_information
"RT @VarthaBharatiEn: In Kerala’s Alappad, RSS Workers Attacked A Fisherman Who Returned From Flood-Rescue Operations",floods,floods,rescue_volunteering_or_donation_effort
Congress President Rahul Gandhi visits a relief camp in Chengannur. He is on a 2-day visit to the flood-hit Kerala. #KeralaFloods,floods,floods,other_relevant_information
RT @rameshlaus: Actor @arulnithitamil has donated 5 Lakhs to #Kerala Chief Minister Disaster Relief fund.. #KeralaFloodRelief,floods,floods,rescue_volunteering_or_donation_effort
"UAE is offering Rs 700 crore aid to rain-battered Kerala; Qatar is offering Rs 35 crore, Maldives offering Rs 34 lakhs. But Modi govt is not willing to allow it. Is Narendra Modi Is PM of India or only of BJP who can take Funds for his Party. #Keralafloodrelief #KeralaFloods",floods,floods,rescue_volunteering_or_donation_effort
Kerala has been struck by a devastating flood that has caused immeasurable wreckage. It has taken lives &amp; destroyed homes of the people. #SIIMA stands with Kerala and its people. #KeralaFloodRelief You can help out by donating at,floods,floods,rescue_volunteering_or_donation_effort
"1094 people died in the 26/7/2005 Mumbai flood. No bragging, boasting, bullshitting, begging, borrowing. We simply limped back to life in a week. Whatever had to be done by the center and state was done speedily. #NoCommieGovt @vasudevan_k #KeralaFloods",floods,floods,injured_or_dead_people
"Ὄ6 Uttarakhand Floods (2013) Death Toll : 5748 Central Aid to Uttarakhand : 1000 Crore Kerala Aid to Uttarakhand : ZERO (Note : It was Congress Government in Center, Uttarakhand &amp; Kerala) @INCIndia @BJP4India #KeralaFloods #UttarakhandFloods",floods,floods,injured_or_dead_people
Are we supposed to live without electricity in this hot weather and floods everywhere ?Cant even open the windows for some cold air because Mosquitos from the floods is making it worse to live in. @CMOfficeAssam @sarbanandsonwal #AssamCrisis #floods #NoElectricity,floods,floods,other_relevant_information
"Based on the severity of #Keralafloods on August 15, #Dial1298 Emergency Ambulance Services voluntarily started rescue operations and were successful in saving more than 360 people stranded in various parts of the state. Read more -  #Ziqitza",floods,floods,rescue_volunteering_or_donation_effort
"#AIMIM Party Workers of Chennai Dist, Tamilnadu organized #KeralaFloodRelief camp &amp; can be seen while collecting donations for #KeralaFloodRelief to help the people who are affected in #KeralaFloods. @asadowaisi",floods,floods,rescue_volunteering_or_donation_effort
.@narendramodi s whatsapp status ❌CANT accept ₹700cr Relief for #KeralaFloods from UAE to #RebuildKerala ✔️CAN only accept donations even from UAE in BJP party fund,floods,floods,rescue_volunteering_or_donation_effort
"We cannot stay in our home. The roof of the house may collapse any time in the wind. We have lost everything in the floods, even our homes. We do not even have money to rebuild a new house, says a family who was affected by the #KeralaFloods.",floods,floods,infrastructure_and_utility_damage
"Political blame game has started in #Kerala; Opposition leaders including @rameshchennitha say #KeralaFloods is man-made disaster; that release of waters was delayed and warnings were not given causing loss of life and property; govt says no delay, they went by IMD warnings @ndtv",floods,floods,not_humanitarian
I would like to thank fisherman from neighbouring state to come forward and help victims of Kerala. These are working persistently and expecting nothing but saving lives of trapped people. #KeralaFloodRelief.,floods,floods,sympathy_and_support
.@itsSSR posted a video of the relief workers loading food materials onto a truck. #KeralaFloods #KeralaFloodRelief #KeralaReliefFund,floods,floods,rescue_volunteering_or_donation_effort
Please donate for Kerala flood victims through Oxfam India. #kerala #floods #donation,floods,floods,rescue_volunteering_or_donation_effort
"RT @iamvijayakumar: Kerala flood death toll increases to 164. Do your bit, Donate #KeralaFloods",floods,floods,injured_or_dead_people
"Death Toll Rises 15, After Rat Fever Scare In Flood-Wrecked Kerala  via Dailyhunt. So far 40 cases of tat never reported.",floods,floods,injured_or_dead_people
"@wickedvox @topblogger1 Random thought, why cant churches sell off their lands and donate to help in rebuilding #Kerala? #KeralaFloods",floods,floods,rescue_volunteering_or_donation_effort
"Dear @NoufMarwaai you spoke about Kerala our Hospitality and Food, but didnt see your tweet on #KeralaFloods and #Onam this Festival is not limited to Hindus it belong to every Keralites. Both not yet over so please hurry",floods,floods,other_relevant_information
Kerala floods: PSU oil companies assure fuel &amp; LPG supplies to state  @bsindia @CMOKerala @IndianOil_Delhi #Kerala #KeralaFloods #KeralaSOS,floods,floods,rescue_volunteering_or_donation_effort
"Kerala Floods: Our India team preparing meals for over 10,000 people affected by #KeralaFloods ! We are humbled by our amazing volunteers. To Donate:  @CMOKerala @AlexCrawfordSky @SkyNewsTonight",floods,floods,rescue_volunteering_or_donation_effort
"Is this good sign for India nd Pakistans relation? I think. Bcoz 1st time in last 72 years, Any Pakistani PM Come forward for humanitarian aid in Indian state #Kerala who face devastated flood. We able to provide any assistance but happy to see this. Thanks PM @ImranKhanPTI",floods,floods,rescue_volunteering_or_donation_effort
Madhya Pradesh police donated Rs 1.31 crore to Kerala Chief Ministers distress relief fund. All police personnel of state will donate 1 days salary for same: Madhya Pradesh Director General of Police (ANI) Here’s how you can help #KeralaFlood victims:,floods,floods,rescue_volunteering_or_donation_effort
"As we sleep soundly tonight, there are millions in #Kerala who are struggling for necessities of life due to massive floods. May our prayers &amp; support in whatever form help alleviate their pain. May God be with them &amp; keep them safe. #Kerala you are in our prayers. #KeralaFloods",floods,floods,sympathy_and_support
"Congress President @RahulGandhi meets the flood affected people at TRS Puram Relief Camp, Chalakuddy in Thrissur, Kerala #RebuildingKerala",floods,floods,other_relevant_information
Remember during Kashmir floods there was a video of army vehicles falling into flood waters and few kashmiri separatist handles sharing and rejoicing over it Now few sanghis are rejoicing over Kerala floods Conclusion: both are one and the same,floods,floods,not_humanitarian
Current Status: Need food and water. water level arround 5 feet. require rescue #KeralaFloods #KeralaSOS #KeralaFloodsHelpNeeded #SOSKerala @KeralaSDMA @kerala_rescue @ndmaindia,floods,floods,requests_or_urgent_needs
"&lt;Thread&gt; After the flood havoc, the UAE government had offered Kerala a help of about Rs 700 crore. But the central government has declined the offer. This is clearly a political decision of the central government vis-a-vis Kerala. (1/n)",floods,floods,rescue_volunteering_or_donation_effort
The millions displaced really need your help so please do your bit for #KeralaFloodRelief over here  PLZ Retweet #KeralaFloods #Kerala #KeralaFlood #SaveKerala @CMOKerala @ShashiTharoor @TheNationalUAE @lululemon #MalayalamNews @RealWealthyMen @UN,floods,floods,displaced_people_and_evacuations
RT @ashwaqM: Remembering someone once tell me: Northeast ko toa aadat hi hai floods wageira ki.,earthquake,floods,other_relevant_information
#wonderful gesture shown by #Indian Auto Industry by donating money to #KerelaFloodRelief. Very difficult see this when #floods happens in #Bihar. #Discrimination #Hypocrites,floods,floods,rescue_volunteering_or_donation_effort
#NDTV has decided to adopt three worst affected villages in #Kerala and help rebuild lives. Join us. Lets own it up! #KeralaFloods #KeralaFloodRelief @ndtv,floods,floods,rescue_volunteering_or_donation_effort
@mohandastg @alphonstourism Whole fake news was planted to diverte the main issue ie : Who created the floods ? Who is responsible for the death of innocent people in Kerala. Those strategists inside and outside the media are successfull till now . #keralafloods,floods,floods,not_humanitarian
Flooded Kerala is pulling out all stops to tackle health problems and prevent disease outbreaks  #KeralaFloods,floods,floods,other_relevant_information
"All of us are inundated by calls from people concerned about the #KeralaFloods, particularly conveying SOS requests. @news18kerala has set up an emergency response helpline manned 24x7",floods,floods,requests_or_urgent_needs
RT @bilal_motorwala: UAE leaders order formation of emergency committee to provide aid to Kerala. #keralafloods #KeralaFloodRelief /,floods,floods,rescue_volunteering_or_donation_effort
A meeting of Fontal Heads was Presided over by MRCC President @sanjaynirupam today at Mumbai Congress HQ to further facilitate relief Items required for Kerala Inhabitants as part of Mumbai Congress Initiative. #KeralaFloods #KeralaFloodRelief,floods,floods,rescue_volunteering_or_donation_effort
"Friends, heres an @amazon wishlist of things needed by persons with disabilities affected by #KeralaFloods ; please donate generously.",floods,floods,requests_or_urgent_needs
"During the #keralafloods, many kind, brave souls came to the aid of our animal kin- from cats &amp; dogs to crocs &amp; snakes! On behalf of all the lives you touched: Thank You, dear guardian angels. Story: @tinastories Animation: the fabulous Krishna Chandran @kc_kc_kc #ReBuildKerala",floods,floods,not_humanitarian
"Location: 10°1037.8N 76°1830.5E 30 people at a house 300meters from St Antony’s church (blue sheet roof) . no food or water . mobiles off. reported by others at 11:12 pm,18-08-2018 Fwdg now at 01:58 am, 19.08.18 @CMOKerala @NDRFHQ @kerala_rescue #KeralaFloods #KeralaSOS",floods,floods,requests_or_urgent_needs
With more being saved and shifted to camps we need uninterrupted supply of food and medicines there. Thanks to all the great souls who are helping us. Shipping rice and other items to palliative care camps #KeralaFloods #LetsDoit #StandWithKerala,floods,floods,requests_or_urgent_needs
This is sp touching. Groups pf villagers lined up to pay obeisance to fisherfolk going again and again every day to rescue flood victims. True heroes of #KeralaFloodRelief,floods,floods,rescue_volunteering_or_donation_effort
RT bollybubble: #KeralaFloods: SrBachchan donates Rs.51 lakh and his personal clothing #AmitabhBachchan #KeralaDonationChallenge #KeralaFloodRelief #BollywoodBubble,floods,floods,rescue_volunteering_or_donation_effort
On this #RakshaBandhan one of my sister sent Rakhi from Vizag then I wont give Any gift to Her But is Donating to Kerala #KeralaFloods All Brothers Please do same thing Donate for #KeralaFloodRelief @KTRTRS @PawanKalyan @RaoKavitha @trsharish @actor_nithiin @urstrulyMahesh,floods,floods,rescue_volunteering_or_donation_effort
Thank you @NASSCOMfdn for partnering with @ActionAidIndia for reaching out to most vulnerable floods affected communities in #Keralafloods.,floods,floods,rescue_volunteering_or_donation_effort
"Sikh groups from Noida to send food, clothes, medicines etc to Kerala  #KeralaFloodRelief #KeralaFloods",floods,floods,rescue_volunteering_or_donation_effort
"@madhukishwar @myogiadityanath External Affairs Minister, Finance Minister go to AIIMS for treatment but Communist Kerala CM @CMOKerala goes to Capitalist US for treatment, not even to UAE which he claimed was giving ₹700 crore aid to his flood hit State but was refused by Modi Government.",floods,floods,other_relevant_information
Kerala is facing its worst flood in 100 years; death toll climbs to 324,floods,floods,injured_or_dead_people
